Título;Link fixo;Data de publicação;Instituições;Fonte;Data de acesso à fonte;Suporte;Duração/Tamanho;Local de Publicação;Idiomas;Resumo;Itens relacionados;Temas;Dimensões;Palavras-chave - Termos do vocabulário controlado;Direitos autorais - Tipo;Temas e termos do vocabulário controlado;Localizações;Datas;Seção do Observatório;Detalhes da Catalogação;id
Biopolítica e educação: os impactos da pandemia do Covid-19 nas escolas públicas;tfr-biopolitica-e-educacao-os-impactos-da-pandemia-do-covid-19-nas-escolas-publicas;01/10/2020 00:00;Relação:Editora,Instituição:#da46edbd-bef1-46d1-b345-695744665691;https://revistas.unisuam.edu.br/index.php/revistaaugustus/article/view/554/299;13/07/2020 21:00;9293d806-8419-4127-b442-6437549105e5;18 páginas;48dad8fc-8d46-45a8-8c8c-5dc20fd75d4a;d86ea641-fa95-4d83-be26-ce1b70bcf476;<div class=textLayer>O impacto causado pela pandemia do coronav&iacute.rus vem impondo dr&aacute.sticas mudan&ccedil.as na rotina da popula&ccedil.&atilde.o mundial. Diversas &aacute.reas foram atingidas, entre elas, a Educa&ccedil.&atilde.o. O desafio da educa&ccedil.&atilde.o brasileira tem sido a adequa&ccedil.&atilde.o ao novo cen&aacute.rio imposto pela pandemia. O artigo reflete sobre o fechamento das escolas devido &agrave. pandemia e a proposta de reorganiza&ccedil.&atilde.o do calend&aacute.rio letivo dos alunos por meio do ensino a dist&acirc.ncia. O estudo consiste em uma pesquisa bibliogr&aacute.fica no per&iacute.odo de mar&ccedil.o a abril de 2020.</div>;Tipo de relacionamento:Composiçao(in),Item do acervo:#88d33b9d-00e4-4c7f-8fbf-538fcc432eba;b4da8735-6fca-462d-a47e-af9efb3967ef;325127b6-0cb8-42f4-830a-3f233aa5c897;22af60c5-0db0-4551-a179-4b681e43ab16|1cc49f2b-5122-407b-a4b2-8773655f871d|3b4ca857-b1af-466e-8d0e-4af9d776fd39|02a7196a-a171-4829-9f2f-59bbefe01e26|6dc853b2-bcfc-48e7-bc58-699813ade10f;bc01074c-73a8-4ce6-a828-625412387aac;b4da8735-6fca-462d-a47e-af9efb3967ef|22af60c5-0db0-4551-a179-4b681e43ab16|1cc49f2b-5122-407b-a4b2-8773655f871d|3b4ca857-b1af-466e-8d0e-4af9d776fd39|02a7196a-a171-4829-9f2f-59bbefe01e26|6dc853b2-bcfc-48e7-bc58-699813ade10f;97f35add-f213-497c-8419-077d1f5e06cd;;cedoc; ;2abc7470-5ef3-4ad8-9cb7-b336605dc910
Live | Lançamento do livro: O papel da prática na formação inicial de professores;lancamento-do-livro-o-papel-da-pratica-na-formacao-inicial-de-professores;01/10/2020 00:00;Relação:Realizadora,Instituição:#e61f37a3-00d1-4973-9c06-5048fe7a8b1b|c0e90398-8949-4078-b5b4-bd530c0278e1|46dd2ca3-2af5-4910-97fe-5bc81f0b4457;https://youtu.be/cAFjoW4COew;02/10/2020 16:27;c038c0c9-af33-43e1-9286-2389c88e27a8;01 hora 06 minutos 48 segundos;;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>O v&iacute.deo &eacute. uma realiza&ccedil.&atilde.o da Funda&ccedil.&atilde.o Santillana em parceria com a Moderna e o Instituto Pen&iacute.nsula e apresenta a live de lan&ccedil.amento do livro &ldquo.O papel da pr&aacute.tica na forma&ccedil.&atilde.o de professores&rdquo.. Participam da discuss&atilde.o Ana Santiago (diretora da Faculdade de Forma&ccedil.&atilde.o de Professores/Uerj). Maria Alice Carraturi (doutora em Educa&ccedil.&atilde.o, especialista em forma&ccedil.&atilde.o de professores) e Miguel Thompson (diretor Acad&ecirc.mico da Funda&ccedil.&atilde.o Santillana). Media&ccedil.&atilde.o de Andr&eacute. L&aacute.zaro (Funda&ccedil.&atilde.o Santillana).</p>;;3a57dcae-e1e4-4fe3-a3d0-d93fa9439ba3|5f582d23-7153-4faf-a199-9a0c30bde618|068f159c-3265-4192-b288-bcdbfcdce78d;2d33481d-710a-449e-8a73-aa0e2b9efbac|faf99f35-3654-4278-8f62-773faea7f61a;acfd42b9-a074-49ae-a39a-c7d86dca72d6|a5bc2f74-1694-4c38-bc62-9df17d8a4c11|0ef36318-dca1-4893-9f32-0715ebb33bd6|2aa4e8b1-3d39-4ccc-b7fd-2b1bd12c39bc|72c19f3b-0542-44e1-ac11-45c71786afdb|7ba3ba04-0844-428f-94fd-17997b6ea932;1bd11ff0-e423-411b-89c6-6fc188e8139b;3a57dcae-e1e4-4fe3-a3d0-d93fa9439ba3|5f582d23-7153-4faf-a199-9a0c30bde618|068f159c-3265-4192-b288-bcdbfcdce78d|acfd42b9-a074-49ae-a39a-c7d86dca72d6|a5bc2f74-1694-4c38-bc62-9df17d8a4c11|0ef36318-dca1-4893-9f32-0715ebb33bd6|2aa4e8b1-3d39-4ccc-b7fd-2b1bd12c39bc|72c19f3b-0542-44e1-ac11-45c71786afdb|7ba3ba04-0844-428f-94fd-17997b6ea932;;;cedoc; ;a5d09495-68bd-4b6a-a5fe-bd9978060c03
Parecer CNE 15/2020;parecer-cne-15-2020;01/10/2020 00:00;Relação:Autora,Instituição:#dead9de3-4a73-431c-8ae1-75285b612618;http://portal.mec.gov.br/index.php?option=com_docman&view=download&alias=160391-pcp015-20&category_slug=outubro-2020-pdf&Itemid=30192;09/12/2020 12:24;9293d806-8419-4127-b442-6437549105e5;106 páginas;76bf5f54-a49d-4948-927a-3e0fc7824d1e;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>Diretrizes Nacionais para a implementa&ccedil.&atilde.o dos dispositivos da Lei n&ordm. 14.040, de 18 de agosto de 2020, que estabelece normas educacionais excepcionais a serem adotadas durante o estado de calamidade p&uacute.blica reconhecido pelo Decreto Legislativo n&ordm. 6, de 20 de mar&ccedil.o de 2020.</p>;;e8f735f5-1574-4ee8-aec1-56b59ff035cd|964e45f7-2ab1-40d5-ae37-0f3b772841ba;325127b6-0cb8-42f4-830a-3f233aa5c897;3b4ca857-b1af-466e-8d0e-4af9d776fd39|c9692753-83d2-4303-b02c-60bba6dc830f;96a35fea-7408-48a2-86a4-7a3fc9c1dc94;e8f735f5-1574-4ee8-aec1-56b59ff035cd|964e45f7-2ab1-40d5-ae37-0f3b772841ba|3b4ca857-b1af-466e-8d0e-4af9d776fd39|c9692753-83d2-4303-b02c-60bba6dc830f;;;cedoc; ;ddcfc982-decb-4ba4-8ecb-12869f3e9193
Educação escolar quilombola no Maranhão: análise de uma experiência;ta-educacao-escolar-quilombola-no-maranhao-analise-de-uma-experiencia;01/10/2020 00:00;Relação:Editora,Instituição:#0f6b0dda-8ae9-4669-9028-405cd77c2cb7;https://www.brazilianjournals.com/index.php/BRJD/article/view/17917/14515;18/06/2021 21:00;9293d806-8419-4127-b442-6437549105e5;21 páginas;fcd10499-e04b-4a9b-ae63-0c4fc375abf8;d86ea641-fa95-4d83-be26-ce1b70bcf476;<div data-canvas-width=690.0975609756097>Neste artigo, analisa-se a educa&ccedil.&atilde.o escolar no Quilombo Alto Brasil, Boa Vista, em Cururupu, Maranh&atilde.o. Constatou-se que a educa&ccedil.&atilde.o para as popula&ccedil.&otilde.es quilombolas se insere&nbsp. nas discuss&otilde.es sobre a educa&ccedil.&atilde.o do campo brasileira, ela &eacute. um movimento conquistado a partir de v&aacute.rios sujeitos, dentre eles, os&nbsp.movimentos sociais camponeses, assim como resultante de manifesta&ccedil.&otilde.es e contribui&ccedil.&otilde.es do movimento negro, das lideran&ccedil.as quilombolas, de pesquisadores e diferentes institui&ccedil.&otilde.es educacionais.</div>;Tipo de relacionamento:Composiçao(in),Item do acervo:#3bfa6a75-0694-4c0f-90d3-b74dbb7acdbd;0c1151a3-124a-44fa-9c01-07081fc259db|17a7a4b9-a285-4199-b013-5518fbdd6d3a|0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9;325127b6-0cb8-42f4-830a-3f233aa5c897;b145acd5-93d7-4e05-b895-e6d778e75905|c8430ed3-8b92-4f17-8f53-a0d4f8c52328|c599aaf1-06a6-4355-9108-2deb893ad241|691b7dd9-27dc-499d-96ac-42c9a5225ea1|597bee4b-6d42-467e-baf2-aa89baf03ea8;cf03948d-64c7-4545-927e-5b903a148f71;0c1151a3-124a-44fa-9c01-07081fc259db|17a7a4b9-a285-4199-b013-5518fbdd6d3a|0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|b145acd5-93d7-4e05-b895-e6d778e75905|c8430ed3-8b92-4f17-8f53-a0d4f8c52328|c599aaf1-06a6-4355-9108-2deb893ad241|691b7dd9-27dc-499d-96ac-42c9a5225ea1|597bee4b-6d42-467e-baf2-aa89baf03ea8;7d51aef4-661b-4004-9696-3bc92a6528d9;;cedoc; ;92a8b2a7-a3d2-4a12-8594-e3ce1bb05366
Brazilian Journal of Development;ta-brazilian-journal-of-development;01/10/2020 00:00;Relação:Editora,Instituição:#0f6b0dda-8ae9-4669-9028-405cd77c2cb7;https://www.brazilianjournals.com/index.php/BRJD/issue/view/108;18/06/2021 21:00;9293d806-8419-4127-b442-6437549105e5; ;fcd10499-e04b-4a9b-ae63-0c4fc375abf8;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>A Revista Brasileira de Desenvolvimento (BJD) &eacute. editada pelas Revistas Brasileiras Publica&ccedil.&otilde.es de Peri&oacute.dicos e Editora Ltda. Alguns professores brasileiros perceberam que a pesquisa cient&iacute.fica na &aacute.rea de desenvolvimento carece de meios de divulga&ccedil.&atilde.o. Esta publica&ccedil.&atilde.o mensal de artigos cient&iacute.ficos apresenta contribui&ccedil.&otilde.es originais, emp&iacute.ricas e te&oacute.ricas de maneira a contribuir com o debate acad&ecirc.mico.</p>;;;;;cf03948d-64c7-4545-927e-5b903a148f71;;;;cedoc; ;3bfa6a75-0694-4c0f-90d3-b74dbb7acdbd
Educação 360 – 2º dia: “Se não olharmos para o histórico, essa educação sem sentido, não conseguiremos avançar”;ta-educacao-360-2o-dia-se-nao-olharmos-para-o-historico-essa-educacao-sem-sentido-nao-conseguiremos-avancar;01/10/2020 00:00;Relação:Editora,Instituição:#3639cb2a-d8d2-4ebb-b6e1-70f1fccb91c1;https://www.futura.org.br/educacao-360-2o-dia-se-nao-olharmos-para-o-historico-essa-educacao-sem-sentido-nao-conseguiremos-avancar/;28/07/2021 21:00;9293d806-8419-4127-b442-6437549105e5;9 páginas;;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p><span data-sheets-value={&quot.1&quot.:2,&quot.2&quot.:&quot.A 7&ordf. edi&ccedil.&atilde.o do Educa&ccedil.&atilde.o 360, a primeira totalmente online, conta com nomes importantes do Brasil e do mundo para debater sobre Educa&ccedil.&atilde.o. Iniciativa dos jornais O Globo e Extra, o evento conta com o apoio da Funda&ccedil.&atilde.o Roberto Marinho e do Canal Futura para a sua realiza&ccedil.&atilde.o. \n\nO 2&ordm. dia do evento trouxe mais reflex&otilde.es sobre os impactos da pandemia na educa&ccedil.&atilde.o. Dados, pesquisas e informa&ccedil.&otilde.es importantes sobre desigualdades sociais, evas&atilde.o escolar e a possibilidade de reabertura das escolas foram debatidos por figuras de relev&acirc.ncia na &aacute.rea, como Lucia Dellagnelo (Centro de Inova&ccedil.&atilde.o para Educa&ccedil.&atilde.o Brasileira &ndash. CIEB), Mirela Carvalho (Instituto Unibanco), Patr&iacute.cia Guedes (Ita&uacute. Social), Rosalina Soares (Funda&ccedil.&atilde.o Roberto Marinho), Marcus Bar&atilde.o (F&oacute.rum da Juventude), Tatiana Klix (Porvir), Luiz Felipe Lins (professor) e Anant Agarwal (edX).&quot.} data-sheets-userformat={&quot.2&quot.:14847,&quot.3&quot.:{&quot.1&quot.:0},&quot.4&quot.:[null,2,16777215],&quot.5&quot.:{&quot.1&quot.:[{&quot.1&quot.:2,&quot.2&quot.:0,&quot.5&quot.:[null,2,0]},{&quot.1&quot.:0,&quot.2&quot.:0,&quot.3&quot.:3},{&quot.1&quot.:1,&quot.2&quot.:0,&quot.4&quot.:1}]},&quot.6&quot.:{&quot.1&quot.:[{&quot.1&quot.:2,&quot.2&quot.:0,&quot.5&quot.:[null,2,0]},{&quot.1&quot.:0,&quot.2&quot.:0,&quot.3&quot.:3},{&quot.1&quot.:1,&quot.2&quot.:0,&quot.4&quot.:1}]},&quot.7&quot.:{&quot.1&quot.:[{&quot.1&quot.:2,&quot.2&quot.:0,&quot.5&quot.:[null,2,0]},{&quot.1&quot.:0,&quot.2&quot.:0,&quot.3&quot.:3},{&quot.1&quot.:1,&quot.2&quot.:0,&quot.4&quot.:1}]},&quot.8&quot.:{&quot.1&quot.:[{&quot.1&quot.:2,&quot.2&quot.:0,&quot.5&quot.:[null,2,0]},{&quot.1&quot.:0,&quot.2&quot.:0,&quot.3&quot.:3},{&quot.1&quot.:1,&quot.2&quot.:0,&quot.4&quot.:1}]},&quot.9&quot.:0,&quot.10&quot.:0,&quot.11&quot.:4,&quot.14&quot.:[null,2,0],&quot.15&quot.:&quot.Calibri&quot.,&quot.16&quot.:12}>A reportagem apresenta a 7&ordf. edi&ccedil.&atilde.o do Educa&ccedil.&atilde.o 360, que conta com convidados para debater sobre Educa&ccedil.&atilde.o. O 2&ordm. dia do evento trouxe reflex&otilde.es sobre a pandemia na educa&ccedil.&atilde.o, desigualdades sociais, evas&atilde.o escolar e a reabertura das escolas. Participaram Lucia Dellagnelo (CIEB), Mirela Carvalho (Instituto Unibanco), Patr&iacute.cia Guedes (Ita&uacute. Social), Rosalina Soares (Funda&ccedil.&atilde.o Roberto Marinho), Marcus Bar&atilde.o (F&oacute.rum da Juventude), Tatiana Klix (Porvir), Luiz Felipe Lins (professor) e Anant Agarwal (edX).</span></p>;;b4da8735-6fca-462d-a47e-af9efb3967ef|8847107e-6a27-4eba-9f62-11b936f53fc2|17a7a4b9-a285-4199-b013-5518fbdd6d3a;2d33481d-710a-449e-8a73-aa0e2b9efbac|325127b6-0cb8-42f4-830a-3f233aa5c897;1cc49f2b-5122-407b-a4b2-8773655f871d|3b4ca857-b1af-466e-8d0e-4af9d776fd39|22af60c5-0db0-4551-a179-4b681e43ab16|d1875275-6c80-4af1-a156-07ea47875d79|7f73b330-81f3-4d2a-90e5-4ace2e079512;cf03948d-64c7-4545-927e-5b903a148f71;b4da8735-6fca-462d-a47e-af9efb3967ef|8847107e-6a27-4eba-9f62-11b936f53fc2|17a7a4b9-a285-4199-b013-5518fbdd6d3a|1cc49f2b-5122-407b-a4b2-8773655f871d|3b4ca857-b1af-466e-8d0e-4af9d776fd39|22af60c5-0db0-4551-a179-4b681e43ab16|d1875275-6c80-4af1-a156-07ea47875d79|7f73b330-81f3-4d2a-90e5-4ace2e079512;;;cedoc; ;b676ccbf-6a94-497b-9e64-843e60636b78
Diretores escolares do Brasil: mudanças no perfil e na gestão pedagógica no período 2007-2017;tf-diretores-escolares-do-brasil-mudancas-no-perfil-e-na-gestao-pedagogica-no-periodo-2007-2017;01/10/2020 00:00;Relação:Editora,Instituição:#1711789e-dce9-490a-9454-5974847440b9;https://www.researchgate.net/profile/Eloisa-Vidal-3/publication/344501439_2020_-_DIRETORES_ESCOLARES_DO_BRASIL_MUDANCAS_NO_PERFIL_E_NA_GESTAO/links/5f7cded0a6fdccfd7b4c8e84/2020-DIRETORES-ESCOLARES-DO-BRASIL-MUDANCAS-NO-PERFIL-E-NA-GESTAO.pdf;24/10/2021 21:00;9293d806-8419-4127-b442-6437549105e5;24 páginas;a71713f9-87b1-49c2-b269-f082bfc4abc1;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>O artigo analisa o perfil de diretores das escolas p&uacute.blicas brasileiras, com uso de microdados dos question&aacute.rios contextuais do SAEB 2007 e 2017, do Inep. Os resultados apontam mudan&ccedil.as de perfil, indicando que, embora predominem o sexo feminino, idade entre 40 e 49 anos, forma&ccedil.&atilde.o em Pedagogia e licenciaturas, h&aacute. um aumento do percentual dos p&oacute.s-graduados, reduz-se a participa&ccedil.&atilde.o em forma&ccedil.&atilde.o continuada e cresce aqueles que exercem apenas a fun&ccedil.&atilde.o remunerada de diretor. No acesso ao cargo, predomina a indica&ccedil.&atilde.o.&nbsp.</p>;Tipo de relacionamento:Composiçao(in),Item do acervo:#d7234e87-c015-4249-9d1f-afecfa65a835;5f582d23-7153-4faf-a199-9a0c30bde618|068f159c-3265-4192-b288-bcdbfcdce78d|964e45f7-2ab1-40d5-ae37-0f3b772841ba|8847107e-6a27-4eba-9f62-11b936f53fc2;325127b6-0cb8-42f4-830a-3f233aa5c897|faf99f35-3654-4278-8f62-773faea7f61a;1add0b6f-d0e2-41c8-8538-424dca99bbd8|38a8d017-0f7e-4e07-ab60-9deec91421e7|052c4b9b-0f15-4b3c-817f-8228fc268737|04fc363d-5378-433c-a683-de55c18f2dd4|8a605d9c-5d75-4124-bdd2-019dafefd5f4|086a87f2-48c8-47b0-812e-9ca5a769b15b|72d208f9-46ab-4b8a-a195-1bf1dd0e4464|e86cef04-40a9-4a7d-b3b4-b5a4863ecca0;1bd11ff0-e423-411b-89c6-6fc188e8139b;5f582d23-7153-4faf-a199-9a0c30bde618|068f159c-3265-4192-b288-bcdbfcdce78d|964e45f7-2ab1-40d5-ae37-0f3b772841ba|8847107e-6a27-4eba-9f62-11b936f53fc2|1add0b6f-d0e2-41c8-8538-424dca99bbd8|38a8d017-0f7e-4e07-ab60-9deec91421e7|052c4b9b-0f15-4b3c-817f-8228fc268737|04fc363d-5378-433c-a683-de55c18f2dd4|8a605d9c-5d75-4124-bdd2-019dafefd5f4|086a87f2-48c8-47b0-812e-9ca5a769b15b|72d208f9-46ab-4b8a-a195-1bf1dd0e4464|e86cef04-40a9-4a7d-b3b4-b5a4863ecca0;;;cedoc; ;92df9c0f-067c-4402-bc9b-0d9c5398dbf3
Atos de Pesquisa em Educação;tf-atos-de-pesquisa-em-educacao-15-3;01/10/2020 00:00;Relação:Editora,Instituição:#1711789e-dce9-490a-9454-5974847440b9;https://bu.furb.br/ojs/index.php/atosdepesquisa/issue/view/479;24/10/2021 21:00;9293d806-8419-4127-b442-6437549105e5; ;a71713f9-87b1-49c2-b269-f082bfc4abc1;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>A revista Atos de Pesquisa em Educa&ccedil.&atilde.o &eacute. de demanda cont&iacute.nua e aceita, para publica&ccedil.&atilde.o, artigos cient&iacute.ficos, relatos de experi&ecirc.ncias pedag&oacute.gicas, entrevistas e resenhas na &aacute.rea da Educa&ccedil.&atilde.o. &Eacute. uma publica&ccedil.&atilde.o do Programa de P&oacute.s-Gradua&ccedil.&atilde.o em Educa&ccedil.&atilde.o da Universidade de Blumenau. Nesta edi&ccedil.&atilde.o, os textos foram organizados a partir de tr&ecirc.s&nbsp.tem&aacute.ticas principais: a forma&ccedil.&atilde.o&nbsp.docente, a&nbsp.hist&oacute.ria e a&nbsp.epistemologia da educa&ccedil.&atilde.o.</p>;;3a57dcae-e1e4-4fe3-a3d0-d93fa9439ba3|068f159c-3265-4192-b288-bcdbfcdce78d|0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9;325127b6-0cb8-42f4-830a-3f233aa5c897;38a8d017-0f7e-4e07-ab60-9deec91421e7|3736ab7a-2e97-4eb0-a0ee-3ddba5ab80b9|30d709a6-f6df-4521-ae49-4f9eaeffcff8|3a7b3713-ef38-4a2d-a636-90f0543218ef;1bd11ff0-e423-411b-89c6-6fc188e8139b;3a57dcae-e1e4-4fe3-a3d0-d93fa9439ba3|068f159c-3265-4192-b288-bcdbfcdce78d|0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|38a8d017-0f7e-4e07-ab60-9deec91421e7|3736ab7a-2e97-4eb0-a0ee-3ddba5ab80b9|30d709a6-f6df-4521-ae49-4f9eaeffcff8|3a7b3713-ef38-4a2d-a636-90f0543218ef;;;cedoc; ;d7234e87-c015-4249-9d1f-afecfa65a835
Semana Temática Letiva - Convivência Escolar e Cultura de paz - Lançamento do Caderno Orientador;tf-semana-tematica-letiva-convivencia-escolar-e-cultura-de-paz-lancamento-do-caderno-orientador;01/10/2020 00:00;Relação:Autora,Instituição:#a71cd37f-e584-41a9-a3a5-81d26bdbd3b5;https://www.youtube.com/live/VhExP3aMe9M?si=Q5-MpafiD1iF766M;26/07/2023 21:00;9293d806-8419-4127-b442-6437549105e5;1 hora 32 minutos 55 segundos; ;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>O vídeo transmite o evento de lançamento do Caderno Convivência Escolar e Cultura de Paz, da Secretaria de Estado de Educação do Distrito Federal. Este caderno tem como objetivo compartilhar com professores, pedagogos-orientadores educacionais, gestores, demais profissionais da educação, estudantes e agentes da rede de proteção informações que levem à compreensão dos pressupostos de uma Educação em e para os Direitos Humanos, bem como das principais violências e violações de direitos. Na Parte I, são apresentados os pressupostos teóricos, normativos e conceituais. na Parte II, abordam-se a convivência escolar e a mediação de conflitos e, na Parte III, orientam-se as escolas quanto aos procedimentos.</p>;Tipo de relacionamento:Composiçao(in),Item do acervo:#4e9fdc91-8430-488d-992c-fa5fa71345c9|Tipo de relacionamento:Composiçao(in),Item do acervo:#15ccd4f8-bc4d-41f8-8069-12afdb66f2e4;8847107e-6a27-4eba-9f62-11b936f53fc2|e8f735f5-1574-4ee8-aec1-56b59ff035cd;325127b6-0cb8-42f4-830a-3f233aa5c897;f4b194b1-d978-4db6-b499-ec8056f87917|16a5ccb0-412d-4724-847f-137fdbfd821c|b0055b8b-d4d2-4fa2-87cc-ffc8cc9dad10|9526d5a5-c4dc-4441-a6fa-e27b73226cf6|afe6f9c5-c16b-41d0-84ac-56929c253cc9|903ba9ec-f8dd-4052-abac-135d6d2e6296;1bd11ff0-e423-411b-89c6-6fc188e8139b;8847107e-6a27-4eba-9f62-11b936f53fc2|e8f735f5-1574-4ee8-aec1-56b59ff035cd|f4b194b1-d978-4db6-b499-ec8056f87917|16a5ccb0-412d-4724-847f-137fdbfd821c|b0055b8b-d4d2-4fa2-87cc-ffc8cc9dad10|9526d5a5-c4dc-4441-a6fa-e27b73226cf6|afe6f9c5-c16b-41d0-84ac-56929c253cc9|903ba9ec-f8dd-4052-abac-135d6d2e6296;76bf5f54-a49d-4948-927a-3e0fc7824d1e;;cedoc; ;2c33e0b6-2c07-4c76-9385-5e5011442842
Os dependentes da renda dos idosos e o coronavírus: órfãos ou novos pobres?;tf-os-dependentes-da-renda-dos-idosos-e-o-coronavirus-orfaos-ou-novos-pobres;01/10/2020 00:00;Relação:Editora,Instituição:#ab920af3-b18e-4a9b-9868-2a32ff85087d;https://www.scielosp.org/pdf/csc/v25s2/1413-8123-csc-25-s2-4169.pdf;26/10/2023 21:00;9293d806-8419-4127-b442-6437549105e5;8 páginas;48dad8fc-8d46-45a8-8c8c-5dc20fd75d4a;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>O artigo busca apresentar o impacto da morte precoce de idosos, em especial dos que s&atilde.o respons&aacute.veis financeiros da fam&iacute.lia e que proveem a renda. A pesquisa nasce da constata&ccedil.&atilde.o de que 74,7% das mortes registradas por Covid-19 at&eacute. 13/08/2020 s&atilde.o de pessoas de 60 anos ou mais, dos quais 56,4% s&atilde.o homens. A preocupa&ccedil.&atilde.o se d&aacute. porque, aos 60 anos um Indiv&iacute.duo do sexo masculino ainda poderia esperar viver mais 18,1 anos, dadas as condi&ccedil.&otilde.es de sa&uacute.de vigentes em 2018, por exemplo.</p>;Tipo de relacionamento:Composiçao(in),Item do acervo:#afadc8d6-cd19-4b0b-aaae-a0468a96be49;17a7a4b9-a285-4199-b013-5518fbdd6d3a|b4da8735-6fca-462d-a47e-af9efb3967ef|6c633342-21e7-4783-b253-1ad0142366ad;faf99f35-3654-4278-8f62-773faea7f61a;3b4ca857-b1af-466e-8d0e-4af9d776fd39|b9bc7895-a935-4548-8bd4-f52aa974d201|29cf212d-a5e4-49d2-8812-230e3475107c|cc24e8bb-7dfd-446c-b706-ef4b73dd14d6;1bd11ff0-e423-411b-89c6-6fc188e8139b;17a7a4b9-a285-4199-b013-5518fbdd6d3a|b4da8735-6fca-462d-a47e-af9efb3967ef|6c633342-21e7-4783-b253-1ad0142366ad|3b4ca857-b1af-466e-8d0e-4af9d776fd39|b9bc7895-a935-4548-8bd4-f52aa974d201|29cf212d-a5e4-49d2-8812-230e3475107c|cc24e8bb-7dfd-446c-b706-ef4b73dd14d6;;;cedoc; ;97478292-f4ac-44ab-a03f-97a21efc361e
Ciência & Saúde Coletiva;tf-ciencia-saude-coletiva-25-suppl-2;01/10/2020 00:00;Relação:Editora,Instituição:#ab920af3-b18e-4a9b-9868-2a32ff85087d;https://www.scielo.br/j/csc/i/2020.v25suppl2/;26/10/2023 21:00;9293d806-8419-4127-b442-6437549105e5; ;48dad8fc-8d46-45a8-8c8c-5dc20fd75d4a;d86ea641-fa95-4d83-be26-ce1b70bcf476|61fd99f8-e59a-4178-b7a5-de4c2ad74595;<p>Editada pela Associa&ccedil.&atilde.o Brasileira de Sa&uacute.de Coletiva (Abrasco), a revista Ci&ecirc.ncia &amp. Sa&uacute.de Coletiva publica debates, an&aacute.lises e resultados de investiga&ccedil.&otilde.es sobre temas considerados relevantes para a Sa&uacute.de Coletiva.</p>;Tipo de relacionamento:Composiçao(in),Item do acervo:#97478292-f4ac-44ab-a03f-97a21efc361e;;;2cce387a-aa46-4e46-ac5c-1ff7f653e5ba|68c765a0-10df-441e-8dc1-e066449235a6;1bd11ff0-e423-411b-89c6-6fc188e8139b;2cce387a-aa46-4e46-ac5c-1ff7f653e5ba|68c765a0-10df-441e-8dc1-e066449235a6;;;cedoc; ;afadc8d6-cd19-4b0b-aaae-a0468a96be49
Minuto especial dos professores - por uma escola antirracista!;tf-minuto-especial-dos-professores-por-uma-escola-antirracista;02/10/2020 00:00;Relação:Realizadora,Instituição:#3639cb2a-d8d2-4ebb-b6e1-70f1fccb91c1;https://youtu.be/93mR-e-qyw0;11/06/2023 21:00;c038c0c9-af33-43e1-9286-2389c88e27a8;1 minuto 07 segundos;;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>Nesta edi&ccedil.&atilde.o do Minuto Especial dos Professores, a professora de L&iacute.ngua Portuguesa Luana Rodrigues afirma acreditar numa educa&ccedil.&atilde.o que n&atilde.o discrimina ningu&eacute.m. Seu principal objetivo na carreira de professora &eacute. contribuir para a constitui&ccedil.&atilde.o de uma escola verdadeiramente antirracista, uma escola que d&aacute. oportunidade a todos de forma igualit&aacute.ria. Para ela, isso deve se aprender na escola, tem de ser constru&iacute.do no espa&ccedil.o escolar. Luana deseja que seus alunos pretos tenham perspectiva, oportunidade e se sintam a pot&ecirc.ncia que eles s&atilde.o.</p>;;17a7a4b9-a285-4199-b013-5518fbdd6d3a|0c1151a3-124a-44fa-9c01-07081fc259db|c6424ec9-408e-46fa-8c6e-2b215bcd0d42;325127b6-0cb8-42f4-830a-3f233aa5c897;ee675c46-fca5-4cac-9903-e047e0736a18|3f7742b0-6d87-485d-8aaf-0e83e12ea350|1c3bdc24-7f1c-489f-95d7-9cbbcd046cb4|26743573-d53a-4afa-8f4b-22b6f791d400|40e816e6-8528-407e-8e16-5546a1dcb343;1bd11ff0-e423-411b-89c6-6fc188e8139b;17a7a4b9-a285-4199-b013-5518fbdd6d3a|0c1151a3-124a-44fa-9c01-07081fc259db|c6424ec9-408e-46fa-8c6e-2b215bcd0d42|ee675c46-fca5-4cac-9903-e047e0736a18|3f7742b0-6d87-485d-8aaf-0e83e12ea350|1c3bdc24-7f1c-489f-95d7-9cbbcd046cb4|26743573-d53a-4afa-8f4b-22b6f791d400|40e816e6-8528-407e-8e16-5546a1dcb343;;;cedoc; ;d612999d-db09-420a-b79a-ae9245752c88
